product_id,product_name,unit_price,stock_quantity
P_320,Holders,85,940
P_321,Main Switch,80,668
P_322,Cables,17,966
P_323,Ceiling Rose,53,396
P_324,Cables,65,147
P_325,Fan,41,950
P_326,Fan,69,526
P_327,Main Switch,18,108
P_328,Cables,65,968
P_329,Cables,59,305
P_330,LED Bulb,37,687
P_331,Cables,62,877
P_332,Main Switch,66,373
P_333,Holders,57,130
P_334,Switches,78,801
P_335,Main Switch,44,906
P_336,Main Switch,2,879
P_337,Ceiling Rose,98,652
P_338,Fan,7,445
P_339,Holders,34,915
P_340,Switches,64,876
P_341,Fan,44,178
P_342,Ceiling Rose,52,624
P_343,Ceiling Rose,96,498
P_344,Switches,78,445
P_345,Switches,42,427
P_346,LED Bulb,90,446
P_347,Switches,6,936
P_348,Cables,43,939
P_349,Ceiling Rose,24,338
P_350,Switches,90,333
P_351,Socket/Outlet plug,63,976
P_352,Main Switch,20,837
P_353,Cables,92,515
P_354,Fan,89,506
P_355,Ceiling Rose,94,158
P_356,Main Switch,45,192
P_357,LED Bulb,46,476
P_358,Fan,49,335
P_359,LED Bulb,55,121
P_360,LED Bulb,7,276
P_361,Main Switch,84,373
P_362,Main Switch,26,245
P_363,Socket/Outlet plug,58,171
P_364,Switches,79,781
P_365,LED Bulb,48,682
P_366,Ceiling Rose,80,897
P_367,LED Bulb,96,706
P_368,Holders,72,238
P_369,LED Bulb,47,1000
P_370,Main Switch,56,239
P_371,Main Switch,90,458
P_372,Main Switch,85,554
P_373,Fan,38,752
P_374,LED Bulb,90,131
P_375,Socket/Outlet plug,46,559
P_376,Main Switch,67,799
P_377,Holders,5,254
P_378,Cables,48,809
P_379,LED Bulb,39,457
P_380,Holders,50,169
P_381,Ceiling Rose,66,717
P_382,Fan,84,124
P_383,Fan,95,148
P_384,Switches,24,559
P_385,LED Bulb,72,932
P_386,Fan,75,192
P_387,Switches,62,389
P_388,Fan,79,949
P_389,Switches,75,764
P_390,Ceiling Rose,17,278
P_391,LED Bulb,29,110
P_392,LED Bulb,42,739
P_393,Switches,30,942
P_394,Switches,25,564
P_395,Fan,33,300
P_396,Cables,40,273
P_397,Ceiling Rose,54,362
P_398,Ceiling Rose,99,800
P_399,Ceiling Rose,68,717
P_400,Holders,7,990
P_401,Holders,42,303
P_402,Fan,42,602
P_403,LED Bulb,60,569
P_404,Holders,29,399
P_405,Main Switch,69,1000
P_406,Ceiling Rose,30,489
P_407,Socket/Outlet plug,64,900
P_408,Fan,90,386
P_409,Switches,97,858
P_410,Holders,22,806
P_411,Switches,51,617
P_412,Ceiling Rose,64,444
P_413,Fan,92,214
P_414,Switches,56,937
P_415,Cables,99,868
P_416,Switches,2,566
P_417,Socket/Outlet plug,21,873
P_418,Cables,50,218
P_419,Fan,87,682
P_420,Main Switch,25,610
P_421,Cables,25,698
P_422,LED Bulb,62,365
P_423,Cables,60,208
P_424,Cables,51,580
P_425,Ceiling Rose,39,360
P_426,Holders,92,310
P_427,Holders,58,739
P_428,Socket/Outlet plug,74,907
P_429,Socket/Outlet plug,72,533
P_430,Holders,47,703
P_431,Main Switch,99,399
P_432,Ceiling Rose,100,627
P_433,Socket/Outlet plug,18,415
P_434,Main Switch,79,835
P_435,Socket/Outlet plug,30,866
P_436,Socket/Outlet plug,25,405
P_437,Socket/Outlet plug,77,824
P_438,Socket/Outlet plug,94,356
P_439,Socket/Outlet plug,66,423
P_440,Fan,72,209
P_441,Cables,64,148
P_442,Holders,47,338
P_443,Cables,45,163
P_444,Socket/Outlet plug,99,516
P_445,Switches,89,507
P_446,LED Bulb,37,431
P_447,Switches,10,123
P_448,Cables,19,619
P_449,LED Bulb,29,505
P_450,LED Bulb,76,686
P_451,Ceiling Rose,88,821
P_452,Switches,96,148
P_453,Socket/Outlet plug,72,661
P_454,LED Bulb,94,899
P_455,Switches,66,822
P_456,Switches,54,870
P_457,Main Switch,87,211
P_458,Socket/Outlet plug,80,234
P_459,Cables,86,786
P_460,LED Bulb,13,918
P_461,Socket/Outlet plug,92,786
P_462,Holders,33,338
P_463,Main Switch,41,969
P_464,Main Switch,56,315
P_465,Fan,71,180
P_466,Fan,3,684
P_467,LED Bulb,29,142
P_468,Fan,59,114
P_469,Socket/Outlet plug,63,698
P_470,Cables,81,517
P_471,Ceiling Rose,87,526
P_472,Holders,6,704
P_473,Holders,88,441
P_474,Cables,81,213
P_475,LED Bulb,54,663
P_476,Holders,87,644
P_477,Switches,65,776
P_478,LED Bulb,84,302
P_479,Switches,32,398
P_480,Fan,29,126
P_481,LED Bulb,9,924
P_482,Holders,82,534
P_483,LED Bulb,26,218
P_484,Ceiling Rose,32,899
P_485,Ceiling Rose,58,510
P_486,Ceiling Rose,63,556
P_487,Fan,60,188
P_488,Fan,83,826
P_489,Main Switch,84,215
P_490,Socket/Outlet plug,60,252
P_491,Ceiling Rose,70,355
P_492,LED Bulb,83,873
P_493,Fan,38,919
P_494,Main Switch,22,827
P_495,LED Bulb,88,368
P_496,LED Bulb,11,847
P_497,Fan,47,132
P_498,Switches,76,874
P_499,Socket/Outlet plug,80,778
P_500,Main Switch,3,333
P_501,Switches,61,717
P_502,Socket/Outlet plug,13,312
P_503,Switches,91,761
P_504,Fan,6,863
P_505,Main Switch,29,253
P_506,Holders,31,244
P_507,Socket/Outlet plug,22,642
P_508,Main Switch,40,719
P_509,Socket/Outlet plug,44,190
P_510,Main Switch,85,342
P_511,Fan,33,681
P_512,Holders,70,176
P_513,Cables,4,367
P_514,Switches,87,487
P_515,Cables,50,403
P_516,Fan,3,864
P_517,Ceiling Rose,62,463
P_518,Fan,66,454
P_519,Socket/Outlet plug,9,114
P_520,Ceiling Rose,94,953
P_521,Socket/Outlet plug,9,874
P_522,Socket/Outlet plug,3,308
P_523,Socket/Outlet plug,81,760
P_524,Socket/Outlet plug,99,612
P_525,Fan,49,790
P_526,Cables,46,260
P_527,Ceiling Rose,57,389
P_528,Cables,80,619
P_529,Cables,81,730
P_530,Fan,36,901
P_531,Holders,97,95
P_532,Cables,97,644
P_533,Holders,12,900
P_534,Fan,10,697
P_535,Main Switch,84,371
P_536,LED Bulb,43,319
P_537,Cables,10,743
P_538,Switches,4,622
P_539,Cables,95,675
P_540,Cables,6,426
P_541,Fan,47,431
P_542,Main Switch,26,997
P_543,Ceiling Rose,61,526
P_544,Holders,13,756
P_545,Switches,80,646
P_546,Ceiling Rose,79,745
P_547,Cables,16,677
P_548,Socket/Outlet plug,39,699
P_549,Holders,43,721
P_550,Switches,52,638
P_551,Socket/Outlet plug,100,399
P_552,LED Bulb,63,126
P_553,Switches,47,236
P_554,Switches,99,129
P_555,Switches,85,273
P_556,Switches,34,997
P_557,Fan,48,639
P_558,Ceiling Rose,97,352
P_559,Socket/Outlet plug,94,595
P_560,Socket/Outlet plug,49,942
P_561,LED Bulb,46,303
P_562,Ceiling Rose,30,247
P_563,Ceiling Rose,71,104
P_564,Holders,3,645
P_565,Fan,33,499
P_566,Holders,68,900
P_567,Cables,37,444
P_568,Holders,73,682
P_569,Fan,5,705
P_570,Switches,97,921
P_571,Main Switch,66,459
P_572,Socket/Outlet plug,77,200
P_573,Cables,82,606
P_574,Switches,69,534
P_575,Main Switch,83,450
P_576,LED Bulb,13,190
P_577,Switches,85,591
P_578,Switches,18,844
P_579,Main Switch,71,781
P_580,Ceiling Rose,40,540
P_581,Holders,13,361
P_582,Socket/Outlet plug,66,847
P_583,Holders,92,829
P_584,Cables,45,308
P_585,Socket/Outlet plug,14,555
P_586,Switches,39,286
P_587,LED Bulb,53,363
P_588,Fan,36,360
P_589,LED Bulb,4,630
P_590,Switches,12,411
P_591,Socket/Outlet plug,68,162
P_592,Socket/Outlet plug,14,568
P_593,Holders,88,357
P_594,Ceiling Rose,23,953
P_595,Ceiling Rose,92,678
P_596,Socket/Outlet plug,47,508
P_597,Switches,55,779
P_598,Holders,66,716
P_599,LED Bulb,13,658
P_600,LED Bulb,68,668
P_601,Fan,2,532
P_602,LED Bulb,63,185
P_603,Main Switch,91,416
P_604,LED Bulb,87,307
P_605,Cables,73,248
P_606,Main Switch,37,97
P_607,Switches,23,482
P_608,Cables,97,187
P_609,Holders,10,593
P_610,Main Switch,93,191
P_611,Switches,71,754
P_612,Switches,38,624
P_613,Main Switch,83,355
P_614,Switches,12,393
P_615,Ceiling Rose,75,413
P_616,Ceiling Rose,60,846
P_617,Cables,66,439
P_618,LED Bulb,4,539
P_619,Ceiling Rose,72,580
P_620,Socket/Outlet plug,30,679
P_621,LED Bulb,44,209
P_622,Holders,95,790
P_623,LED Bulb,56,534
P_624,Holders,74,965
P_625,Holders,100,301
P_626,Ceiling Rose,33,234
P_627,Ceiling Rose,45,787
P_628,Socket/Outlet plug,76,523
P_629,Switches,76,777
P_630,Fan,67,555
P_631,Cables,89,693
P_632,Switches,71,487
P_633,LED Bulb,11,685
P_634,Socket/Outlet plug,83,517
P_635,Cables,32,415
P_636,Main Switch,51,485
P_637,Socket/Outlet plug,97,745
P_638,Cables,5,929
P_639,LED Bulb,53,108
P_640,LED Bulb,98,955
P_641,Holders,4,724
P_642,Fan,60,385
P_643,Holders,13,369
P_644,Fan,98,801
P_645,Switches,9,612
P_646,Ceiling Rose,71,776
P_647,Switches,28,586
P_648,Ceiling Rose,68,962
P_649,Ceiling Rose,96,650
P_650,Holders,23,510
P_651,Holders,10,467
P_652,Holders,55,794
P_653,Fan,46,108
P_654,Main Switch,44,440
P_655,Switches,32,475
P_656,Ceiling Rose,34,864
P_657,Ceiling Rose,16,344
P_658,Fan,77,495
P_659,Holders,24,651
P_660,Fan,69,850
P_661,Main Switch,63,547
P_662,Cables,95,855
P_663,Holders,36,634
P_664,Switches,85,235
P_665,Switches,23,477
P_666,Socket/Outlet plug,56,210
P_667,Switches,31,827
P_668,Main Switch,44,913
P_669,Cables,75,945
P_670,LED Bulb,37,985
P_671,Socket/Outlet plug,96,335
P_672,Fan,87,957
P_673,Main Switch,31,654
P_674,LED Bulb,54,763
P_675,Socket/Outlet plug,93,121
P_676,Cables,40,477
P_677,Holders,82,626
P_678,Socket/Outlet plug,5,482
P_679,Ceiling Rose,97,195
P_680,Fan,36,303
P_681,Holders,18,442
P_682,Socket/Outlet plug,67,931
P_683,Ceiling Rose,59,392
P_684,Switches,7,711
P_685,Cables,56,859
P_686,Main Switch,65,211
P_687,Switches,21,887
P_688,Holders,41,698
P_689,Socket/Outlet plug,81,790
P_690,Fan,57,513
P_691,Main Switch,23,203
P_692,Socket/Outlet plug,91,789
P_693,Switches,41,603
P_694,LED Bulb,62,259
P_695,Socket/Outlet plug,64,926
P_696,Ceiling Rose,68,822
P_697,Switches,61,485
P_698,Switches,53,836
P_699,Socket/Outlet plug,77,760
P_700,Main Switch,44,911
P_701,LED Bulb,51,617
P_702,Ceiling Rose,56,393
P_703,Ceiling Rose,64,914
P_704,Cables,37,896
P_705,Main Switch,73,897
P_706,Main Switch,20,489
P_707,Cables,9,706
P_708,Holders,48,482
P_709,Holders,35,273
P_710,Cables,17,701
P_711,Switches,52,382
P_712,Switches,23,730
P_713,LED Bulb,79,894
P_714,LED Bulb,8,251
P_715,Cables,73,161
P_716,Main Switch,14,180
P_717,Main Switch,66,926
P_718,Socket/Outlet plug,53,146
P_719,Holders,12,965
P_720,Fan,93,453
P_721,Holders,37,657
P_722,Fan,42,844
P_723,Switches,2,916
P_724,Switches,88,800
P_725,Holders,81,290
P_726,Fan,22,135
P_727,Switches,18,683
P_728,Switches,79,973
P_729,Socket/Outlet plug,32,990
P_730,Ceiling Rose,13,529
P_731,Fan,74,826
P_732,Fan,4,746
P_733,LED Bulb,16,608
P_734,LED Bulb,64,466
P_735,Socket/Outlet plug,96,989
P_736,Socket/Outlet plug,27,972
P_737,Ceiling Rose,65,766
P_738,Ceiling Rose,87,181
P_739,Main Switch,89,104
P_740,Socket/Outlet plug,31,662
P_741,LED Bulb,8,562
P_742,LED Bulb,52,935
P_743,Ceiling Rose,51,775
P_744,Socket/Outlet plug,10,505
P_745,Fan,24,864
P_746,Fan,4,400
P_747,Ceiling Rose,39,861
P_748,Holders,21,348
P_749,Switches,13,828
P_750,Ceiling Rose,63,959
P_751,Ceiling Rose,43,389
P_752,Socket/Outlet plug,41,769
P_753,LED Bulb,5,608
P_754,Fan,65,662
P_755,Switches,47,635
P_756,Fan,26,932
P_757,Switches,31,333
P_758,Switches,65,396
P_759,Cables,20,793
P_760,Ceiling Rose,67,700
P_761,Cables,51,867
P_762,Socket/Outlet plug,11,736
P_763,Main Switch,62,251
P_764,Socket/Outlet plug,96,974
P_765,Cables,44,721
P_766,Ceiling Rose,28,406
P_767,Ceiling Rose,74,842
P_768,Fan,29,202
P_769,Fan,96,310
P_770,Socket/Outlet plug,76,387
P_771,Fan,61,476
P_772,LED Bulb,67,196
P_773,Fan,49,343
P_774,Main Switch,91,624
P_775,Holders,84,611
P_776,Fan,98,633
P_777,Cables,39,127
P_778,Main Switch,78,974
P_779,Switches,62,463
P_780,LED Bulb,24,506
P_781,Holders,93,141
P_782,Socket/Outlet plug,55,195
P_783,LED Bulb,54,827
P_784,Switches,69,142
P_785,Ceiling Rose,72,384
P_786,Main Switch,67,278
P_787,Fan,79,563
P_788,Socket/Outlet plug,20,970
P_789,Main Switch,86,380
P_790,Holders,72,316
P_791,Switches,74,305
P_792,Switches,7,512
P_793,Socket/Outlet plug,44,469
P_794,LED Bulb,10,238
P_795,LED Bulb,14,944
P_796,Switches,20,221
P_797,Ceiling Rose,22,253
P_798,Cables,56,223
P_799,Ceiling Rose,20,189
P_800,Switches,48,864
P_801,Ceiling Rose,98,424
P_802,Main Switch,38,743
P_803,Cables,89,742
P_804,Cables,53,477
P_805,Ceiling Rose,73,120
P_806,LED Bulb,74,821
P_807,Cables,37,921
P_808,Socket/Outlet plug,19,867
P_809,Holders,91,507
P_810,Cables,85,276
P_811,Socket/Outlet plug,95,150
P_812,Cables,10,143
P_813,LED Bulb,9,412
P_814,Main Switch,59,879
P_815,Ceiling Rose,87,334
P_816,Cables,44,425
P_817,Socket/Outlet plug,95,124
P_818,Cables,48,477
P_819,Holders,29,667
P_820,Main Switch,12,440
P_821,Fan,14,683
P_822,Holders,77,433
P_823,Switches,89,399
P_824,LED Bulb,33,947
P_825,Holders,52,455
P_826,Socket/Outlet plug,91,522
P_827,Ceiling Rose,62,713
P_828,Socket/Outlet plug,89,134
P_829,Main Switch,13,157
P_830,Switches,65,179
P_831,Cables,58,380
P_832,Socket/Outlet plug,94,525
P_833,Main Switch,69,415
P_834,Holders,82,757
P_835,Fan,66,625
P_836,Main Switch,97,212
P_837,Cables,74,105
P_838,Fan,90,180
P_839,Holders,60,742
P_840,Fan,61,309
P_841,Ceiling Rose,39,414
P_842,Switches,99,245
P_843,Main Switch,62,162
P_844,Fan,9,224
P_845,Fan,42,595
P_846,Socket/Outlet plug,91,589
P_847,Ceiling Rose,31,982
P_848,Holders,54,974
P_849,Main Switch,18,351
P_850,LED Bulb,35,631
P_851,LED Bulb,57,890
P_852,Switches,3,789
P_853,Socket/Outlet plug,86,644
P_854,Socket/Outlet plug,100,992
P_855,Fan,72,364
P_856,Fan,12,726
P_857,Socket/Outlet plug,52,672
P_858,LED Bulb,73,722
P_859,Switches,99,509
P_860,Fan,88,101
P_861,LED Bulb,22,774
P_862,Cables,27,444
P_863,Socket/Outlet plug,73,309
P_864,Holders,63,91
P_865,Main Switch,47,717
P_866,Socket/Outlet plug,97,855
P_867,Main Switch,51,390
P_868,Ceiling Rose,97,813
P_869,Cables,25,478
P_870,Holders,42,698
P_871,Ceiling Rose,99,273
P_872,Main Switch,30,278
P_873,Switches,50,989
P_874,Ceiling Rose,91,333
P_875,LED Bulb,9,132
P_876,Socket/Outlet plug,84,456
P_877,Socket/Outlet plug,96,839
P_878,Socket/Outlet plug,56,118
P_879,Cables,99,638
P_880,Cables,7,303
P_881,Ceiling Rose,82,647
P_882,Main Switch,69,714
P_883,Fan,84,333
P_884,Holders,4,546
P_885,Switches,16,199
P_886,LED Bulb,21,135
P_887,Socket/Outlet plug,40,751
P_888,Main Switch,75,378
P_889,Switches,41,762
P_890,Cables,47,734
P_891,Cables,3,584
P_892,Main Switch,51,672
P_893,Main Switch,46,886
P_894,Fan,93,706
P_895,LED Bulb,74,450
P_896,Cables,38,603
P_897,Fan,17,789
P_898,Cables,32,425
P_899,Socket/Outlet plug,8,923
P_900,Cables,10,311
P_901,Fan,81,700
P_902,Main Switch,71,703
P_903,Holders,54,331
P_904,Cables,7,300
P_905,Fan,5,648
P_906,Holders,71,96
P_907,Cables,10,892
P_908,Holders,54,832
P_909,Main Switch,17,121
P_910,Main Switch,12,997
P_911,Socket/Outlet plug,99,904
P_912,Cables,66,214
P_913,Fan,48,288
P_914,Socket/Outlet plug,10,265
P_915,Main Switch,35,693
P_916,LED Bulb,7,326
P_917,Cables,95,416
P_918,Main Switch,97,580
P_919,Switches,72,364
P_920,Socket/Outlet plug,74,640
P_921,LED Bulb,76,380
P_922,Holders,63,667
P_923,Switches,85,106
P_924,Cables,66,157
P_925,Holders,49,908
P_926,Main Switch,89,123
P_927,Ceiling Rose,95,496
P_928,Fan,43,784
P_929,LED Bulb,97,888
P_930,Holders,53,956
P_931,Holders,49,535
P_932,Switches,34,619
P_933,Main Switch,62,822
P_934,Cables,71,397
P_935,Holders,62,790
P_936,Ceiling Rose,83,95
P_937,Fan,47,336
P_938,Switches,53,351
P_939,Cables,48,586
P_940,Socket/Outlet plug,54,878
P_941,Fan,94,726
P_942,LED Bulb,94,471
P_943,Fan,32,512
P_944,Holders,24,136
P_945,Holders,85,357
P_946,Cables,63,952
P_947,Socket/Outlet plug,70,108
P_948,Switches,62,313
P_949,Cables,28,941
P_950,Holders,72,740
P_951,Holders,9,678
P_952,Main Switch,95,235
P_953,Main Switch,68,164
P_954,Fan,74,521
P_955,Switches,86,633
P_956,Ceiling Rose,41,145
P_957,Fan,11,601
P_958,Main Switch,1,463
P_959,Switches,43,940
P_960,Fan,43,142
P_961,Switches,26,305
P_962,Cables,22,503
P_963,Socket/Outlet plug,64,820
P_964,Socket/Outlet plug,9,860
P_965,Main Switch,58,856
P_966,Fan,19,899
P_967,Main Switch,86,629
P_968,Fan,74,400
P_969,Cables,8,97
P_970,Socket/Outlet plug,25,105
P_971,Ceiling Rose,20,292
P_972,Cables,21,440
P_973,LED Bulb,57,622
P_974,Socket/Outlet plug,71,392
P_975,Switches,43,430
P_976,LED Bulb,81,665
P_977,Switches,74,130
P_978,Cables,22,842
P_979,Main Switch,85,193
P_980,Switches,76,463
P_981,Main Switch,29,721
P_982,Holders,93,882
P_983,Cables,32,500
P_984,Cables,27,323
P_985,Ceiling Rose,61,393
P_986,LED Bulb,17,981
P_987,Switches,51,160
P_988,LED Bulb,45,463
P_989,Holders,33,127
P_990,LED Bulb,20,936
P_991,Cables,55,484
P_992,LED Bulb,59,636
P_993,Holders,37,790
P_994,Socket/Outlet plug,28,565
P_995,Cables,43,494
P_996,Holders,38,421
P_997,Socket/Outlet plug,9,100
P_998,LED Bulb,80,711
P_999,Ceiling Rose,61,706
P_1000,Switches,13,158
P_1001,Fan,64,997
P_1002,Main Switch,41,836
P_1003,Cables,86,771
P_1004,Socket/Outlet plug,44,497
P_1005,Socket/Outlet plug,6,982
P_1006,Holders,42,987
P_1007,Switches,7,847
P_1008,Ceiling Rose,28,271
P_1009,Fan,3,892
P_1010,Fan,22,259
P_1011,Switches,13,879
P_1012,LED Bulb,19,127
P_1013,Holders,4,457
P_1014,Holders,93,746
P_1015,Main Switch,93,677
P_1016,Main Switch,100,803
P_1017,Main Switch,17,207
P_1018,Socket/Outlet plug,65,292
P_1019,Socket/Outlet plug,89,727
P_1020,LED Bulb,56,439
P_1021,Ceiling Rose,56,269
P_1022,Cables,85,671
P_1023,Socket/Outlet plug,85,706
P_1024,Holders,62,309
P_1025,Cables,15,592
P_1026,Main Switch,7,222
P_1027,Fan,94,98
P_1028,LED Bulb,45,994
P_1029,Socket/Outlet plug,25,622
P_1030,Fan,19,302
P_1031,Ceiling Rose,18,151
P_1032,Switches,37,497
P_1033,Cables,78,519
P_1034,Socket/Outlet plug,64,385
P_1035,Main Switch,97,259
P_1036,LED Bulb,12,248
P_1037,Main Switch,64,656
P_1038,Switches,69,855
P_1039,Ceiling Rose,70,169
P_1040,LED Bulb,92,437
P_1041,Main Switch,79,686
P_1042,Main Switch,33,805
P_1043,Fan,89,653
P_1044,Ceiling Rose,64,658
P_1045,Holders,98,131
P_1046,Socket/Outlet plug,14,262
P_1047,Holders,20,999
P_1048,LED Bulb,61,982
P_1049,Ceiling Rose,27,750
P_1050,Switches,29,545
P_1051,LED Bulb,79,824
P_1052,Fan,1,314
P_1053,Switches,69,191
P_1054,LED Bulb,3,761
P_1055,Fan,41,425
P_1056,LED Bulb,71,828
P_1057,Cables,58,166
P_1058,Cables,70,124
P_1059,Main Switch,27,556
P_1060,Socket/Outlet plug,66,846
P_1061,Holders,96,488
P_1062,Main Switch,16,517
P_1063,Holders,38,173
P_1064,Ceiling Rose,51,754
P_1065,Holders,81,918
P_1066,Fan,59,178
P_1067,Cables,9,769
P_1068,Main Switch,18,492
P_1069,Holders,66,162
P_1070,Switches,89,458
P_1071,Holders,23,746
P_1072,Fan,20,248
P_1073,Main Switch,25,633
P_1074,LED Bulb,70,893
P_1075,Cables,29,921
P_1076,Main Switch,73,600
P_1077,Socket/Outlet plug,55,799
P_1078,Holders,76,139
P_1079,Fan,27,219
P_1080,Holders,43,311
P_1081,Fan,23,400
P_1082,LED Bulb,47,805
P_1083,LED Bulb,40,989
P_1084,Holders,22,133
