product_id,product_name,unit_price,stock_quantity
P_192,Cables,17.69,950
P_193,Socket/Outlet plug,58.1,861
P_194,Holders,4.15,31
P_195,LED Bulb,75.76,482
P_196,Cables,8.93,416
P_197,Cables,18.33,508
P_198,Switches,68.27,548
P_199,Fan,45.13,55
P_200,Switches,81.59,833
P_201,Holders,19.7,239
P_202,Switches,17.95,910
P_203,Switches,43.81,468
P_204,Cables,6.03,405
P_205,Cables,72.63,297
P_206,Switches,65.28,212
P_207,Cables,82.52,938
P_208,Fan,59.23,617
P_209,Ceiling Rose,47.41,66
P_210,Main Switch,38.76,20
P_211,Holders,45.09,93
P_212,LED Bulb,63.87,96
P_213,Switches,4.6,340
P_214,Ceiling Rose,79.12,146
P_215,Ceiling Rose,18.7,950
P_216,Main Switch,14.49,311
P_217,Fan,48.19,70
P_218,Ceiling Rose,95.15,280
P_219,Switches,76.35,720
P_220,Ceiling Rose,92.99,824
P_221,Cables,86.37,306
P_222,Socket/Outlet plug,58.79,782
P_223,Ceiling Rose,48.67,496
P_224,LED Bulb,14.09,842
P_225,Holders,73.01,382
P_226,Fan,10.63,285
P_227,Holders,56.15,28
P_228,Socket/Outlet plug,17.05,335
P_229,Socket/Outlet plug,84.72,525
P_230,Holders,72.59,436
P_231,Holders,82.24,14
P_232,Main Switch,91.98,91
P_233,LED Bulb,14.74,660
P_234,Main Switch,92.35,320
P_235,Switches,78.95,914
P_236,Fan,30.31,891
P_237,Cables,33.92,990
P_238,Ceiling Rose,18.91,773
P_239,Switches,35.03,120
P_240,Ceiling Rose,14.09,354
P_241,LED Bulb,51.2,840
P_242,LED Bulb,11.62,455
P_243,Fan,53.04,953
P_244,Ceiling Rose,71.75,299
P_245,Switches,71.41,981
P_246,Main Switch,55.96,74
P_247,Ceiling Rose,2.5,76
P_248,Main Switch,93.89,966
P_249,LED Bulb,43.73,742
P_250,Socket/Outlet plug,51.5,922
P_251,LED Bulb,24.82,829
P_252,Main Switch,54,181
P_253,Fan,58.02,50
P_254,Cables,18.48,957
P_255,Fan,94.49,506
P_256,Ceiling Rose,55.15,773
P_257,LED Bulb,1.85,921
P_258,Fan,85.32,823
P_259,Main Switch,42.5,75
P_260,Fan,55.96,141
P_261,Main Switch,8.91,317
P_262,Switches,19.84,630
P_263,Socket/Outlet plug,96.53,295
P_264,Ceiling Rose,20.32,585
P_265,Ceiling Rose,85.12,9
P_266,Cables,75.01,776
P_267,LED Bulb,77.56,522
P_268,LED Bulb,31.37,194
P_269,Holders,33.54,192
P_270,Cables,54.42,702
P_271,Fan,44.49,56
P_272,Cables,73.8,689
P_273,Fan,37.85,756
P_274,Switches,48.77,183
P_275,Cables,83.42,913
P_276,Socket/Outlet plug,61.29,397
P_277,Fan,85.27,953
P_278,LED Bulb,18.14,229
P_279,Ceiling Rose,97.25,386
P_280,Fan,14.04,248
P_281,Main Switch,56.72,198
P_282,Switches,52.24,207
P_283,Fan,29.83,69
P_284,Main Switch,46.57,496
P_285,Socket/Outlet plug,6.13,367
P_286,Fan,56.49,176
P_287,Main Switch,14.68,419
P_288,LED Bulb,9.32,343
P_289,Fan,6.63,990
P_290,Socket/Outlet plug,65.24,340
P_291,Main Switch,6.71,827
P_292,Holders,19.65,667
P_293,Switches,64.36,131
P_294,Switches,39.73,495
P_295,Socket/Outlet plug,45.62,845
P_296,Fan,67.18,76
P_297,Ceiling Rose,47.14,871
P_298,Fan,98.23,790
P_299,Switches,19.95,411
P_300,Holders,70.49,185
P_301,Holders,51.34,982
P_302,Socket/Outlet plug,91.37,530
P_303,Socket/Outlet plug,60.76,437
P_304,LED Bulb,78.93,539
P_305,LED Bulb,83.54,3
P_306,Socket/Outlet plug,19.74,297
P_307,Holders,46.64,498
P_308,Ceiling Rose,61.89,67
P_309,Switches,60.93,745
P_310,Main Switch,82.97,345
P_311,Socket/Outlet plug,47.36,127
P_312,Cables,43.32,200
P_313,Holders,51.6,705
P_314,Holders,64.54,493
P_315,Switches,82.5,792
P_316,LED Bulb,81.17,397
P_317,Ceiling Rose,58.14,715
P_318,LED Bulb,9.68,72
P_319,Fan,45.16,728
P_320,Switches,49.92,997
P_321,Holders,32.98,79
P_322,Holders,1.95,86
P_323,Socket/Outlet plug,80.35,190
P_324,Switches,84.32,394
P_325,Holders,53.95,211
P_326,Fan,25.42,755
P_327,Ceiling Rose,26.18,392
P_328,Socket/Outlet plug,47.92,884
P_329,Main Switch,17.17,610
P_330,Ceiling Rose,67.74,175
P_331,Holders,68.39,538
P_332,Ceiling Rose,33.78,911
P_333,Socket/Outlet plug,71.3,675
P_334,Holders,84.47,62
P_335,Holders,51.62,895
P_336,Holders,10.22,421
P_337,Ceiling Rose,51.83,128
P_338,Holders,91.06,711
P_339,Ceiling Rose,53.52,489
P_340,Holders,85.81,898
P_341,Holders,61.76,789
P_342,Main Switch,67.05,854
P_343,LED Bulb,92.32,886
P_344,Socket/Outlet plug,75.59,617
P_345,LED Bulb,69.36,124
P_346,Holders,36.35,332
P_347,Main Switch,6.76,64
P_348,LED Bulb,60.46,616
P_349,Switches,14.76,885
P_350,Ceiling Rose,27.3,828
P_351,Switches,37.92,611
P_352,Cables,46.88,314
P_353,LED Bulb,14.16,584
P_354,Socket/Outlet plug,71.48,86
P_355,Ceiling Rose,61.97,561
P_356,Switches,80.13,973
P_357,Socket/Outlet plug,82.87,372
P_358,Ceiling Rose,35.67,946
P_359,Ceiling Rose,22.15,6
P_360,Cables,26.24,725
P_361,Cables,8.06,126
P_362,LED Bulb,19.55,62
P_363,Ceiling Rose,40.27,629
P_364,Socket/Outlet plug,90.27,150
P_365,LED Bulb,64.61,463
P_366,Main Switch,10.23,26
P_367,Holders,39.93,699
P_368,Cables,99.37,106
P_369,LED Bulb,46.31,923
P_370,LED Bulb,20.8,202
P_371,Main Switch,2.13,769
P_372,Ceiling Rose,86.93,800
P_373,Socket/Outlet plug,24.25,445
P_374,Ceiling Rose,12.2,569
P_375,Cables,84.16,537
P_376,Ceiling Rose,37.29,877
P_377,Holders,53.38,623
P_378,Cables,89.79,470
P_379,Socket/Outlet plug,2.23,570
P_380,Main Switch,15.5,276
P_381,Holders,74.06,887
P_382,Cables,3.8,783
P_383,Holders,51.72,431
P_384,Socket/Outlet plug,93.82,271
P_385,Ceiling Rose,32.57,227
P_386,LED Bulb,33.51,833
P_387,Holders,95.15,283
P_388,Switches,39.29,909
P_389,Socket/Outlet plug,69.09,736
P_390,Switches,28.78,193
P_391,Holders,73.99,389
P_392,Holders,74.57,476
P_393,Main Switch,42.23,694
P_394,Main Switch,23.58,747
P_395,Holders,79.56,397
P_396,Socket/Outlet plug,75.14,80
P_397,Fan,53.34,285
P_398,Cables,37.22,997
P_399,LED Bulb,61.99,727
P_400,Fan,15.57,18
P_401,Main Switch,40.12,737
P_402,Socket/Outlet plug,92.95,715
P_403,Cables,49.15,486
P_404,Holders,89.26,748
P_405,Cables,92.45,925
P_406,Socket/Outlet plug,45.72,222
P_407,Switches,42.04,983
P_408,Socket/Outlet plug,7.48,874
P_409,LED Bulb,29.25,962
P_410,Socket/Outlet plug,6.56,362
P_411,Main Switch,56.18,145
P_412,Fan,28.22,629
P_413,LED Bulb,71.62,730
P_414,LED Bulb,78.4,739
P_415,LED Bulb,92.61,532
P_416,Holders,94.75,601
P_417,Socket/Outlet plug,18.87,344
P_418,Ceiling Rose,59.7,804
P_419,Main Switch,77.59,855
P_420,LED Bulb,29.12,749
P_421,Cables,53.43,896
P_422,Ceiling Rose,39.37,326
P_423,Fan,97.52,274
P_424,Cables,8.73,412
P_425,Socket/Outlet plug,57.44,721
P_426,Holders,59.51,354
P_427,Main Switch,27.66,138
P_428,Ceiling Rose,77.43,489
P_429,LED Bulb,34.12,262
P_430,Holders,81.82,73
P_431,Holders,93.87,958
P_432,Main Switch,25.39,927
P_433,Switches,21.5,446
P_434,Cables,31.06,168
P_435,Ceiling Rose,54.2,502
P_436,Switches,40.12,502
P_437,Cables,48.99,679
P_438,Socket/Outlet plug,50.13,837
P_439,Cables,24.68,344
P_440,Main Switch,71.09,899
P_441,LED Bulb,91.27,899
P_442,Fan,48.38,148
P_443,Cables,77.03,496
P_444,Switches,16.43,627
P_445,Socket/Outlet plug,89.27,146
P_446,Holders,25.77,985
P_447,Cables,22.54,626
P_448,Ceiling Rose,82.14,486
P_449,Socket/Outlet plug,36.04,933
P_450,Ceiling Rose,13.21,767
P_451,Cables,17.15,373
P_452,Cables,79.66,858
P_453,Main Switch,62.02,517
P_454,Switches,20.56,405
P_455,Socket/Outlet plug,87.12,623
P_456,Holders,71.26,885
P_457,Fan,54.63,463
P_458,Holders,49.46,742
P_459,Switches,75.36,17
P_460,Holders,19.1,179
P_461,Holders,39.77,198
P_462,Switches,55.8,8
P_463,Ceiling Rose,9.7,957
P_464,Holders,52.61,810
P_465,Holders,66.42,475
P_466,Fan,11.8,718
P_467,Cables,19.32,920
P_468,Ceiling Rose,16.88,413
P_469,Switches,67.49,398
P_470,Ceiling Rose,97.06,292
P_471,Fan,17.82,535
P_472,Cables,11.72,424
P_473,Holders,37.74,200
P_474,Switches,7.29,468
P_475,Holders,8.4,953
P_476,Main Switch,52.23,857
P_477,Main Switch,19.78,856
P_478,LED Bulb,82.73,285
P_479,Ceiling Rose,66.98,286
P_480,Cables,36.62,557
P_481,Main Switch,20.48,831
P_482,Ceiling Rose,49.69,11
P_483,Main Switch,31.32,949
P_484,Fan,39.81,412
P_485,Fan,35.43,173
P_486,Holders,69.53,507
P_487,Socket/Outlet plug,30.83,865
P_488,Switches,86.88,141
P_489,Socket/Outlet plug,50.4,601
P_490,Ceiling Rose,26.95,950
P_491,Fan,15.16,924
P_492,Fan,82.86,993
P_493,Fan,65.23,335
P_494,Socket/Outlet plug,21.89,141
P_495,Switches,63.12,706
P_496,Main Switch,22.66,410
P_497,Ceiling Rose,53.48,500
P_498,Switches,45.49,965
P_499,Fan,62.46,440
P_500,Cables,68.44,731
P_501,Socket/Outlet plug,77.06,336
P_502,Main Switch,13.9,589
P_503,Cables,94.29,788
P_504,Holders,79.34,439
P_505,Ceiling Rose,89.19,424
P_506,Socket/Outlet plug,2.27,98
P_507,Switches,46.38,787
P_508,Ceiling Rose,81.19,857
P_509,Socket/Outlet plug,90.53,951
P_510,Socket/Outlet plug,41.92,780
P_511,Holders,83.16,381
P_512,Ceiling Rose,5.9,583
P_513,Cables,35.34,751
P_514,Cables,45.18,763
P_515,Switches,34.55,230
P_516,Switches,40.73,497
P_517,Switches,61.18,53
P_518,Main Switch,96.76,55
P_519,Socket/Outlet plug,58.62,967
P_520,Holders,18.97,318
P_521,Fan,89.22,802
P_522,Fan,71.03,10
P_523,Main Switch,82.57,629
P_524,LED Bulb,83.58,177
P_525,Ceiling Rose,71.87,445
P_526,Cables,66.85,370
P_527,Cables,36.7,594
P_528,LED Bulb,71.95,91
P_529,Switches,90.11,544
P_530,Holders,85.83,550
P_531,Socket/Outlet plug,87.14,693
P_532,Cables,71.9,538
P_533,LED Bulb,84.89,768
P_534,Cables,77.17,466
P_535,Switches,55.98,882
P_536,LED Bulb,28.09,634
P_537,Switches,74.84,748
P_538,Fan,21.6,191
P_539,Socket/Outlet plug,53.55,51
P_540,Switches,67.32,929
P_541,Holders,57.78,75
P_542,Fan,1.69,55
P_543,Socket/Outlet plug,70.53,207
P_544,LED Bulb,16.44,363
P_545,Cables,73.11,803
P_546,Switches,86.56,836
P_547,Cables,30.33,390
P_548,Ceiling Rose,9.01,891
P_549,Holders,60.03,706
P_550,Socket/Outlet plug,17.03,983
P_551,Holders,50.25,612
P_552,Holders,52.37,798
P_553,Holders,28.41,710
P_554,Main Switch,7.2,968
P_555,Ceiling Rose,49.22,743
P_556,Fan,4.62,853
P_557,Holders,91.57,856
P_558,Socket/Outlet plug,70.17,979
P_559,Cables,4.36,129
P_560,Ceiling Rose,92.7,967
P_561,Switches,8.48,522
P_562,Ceiling Rose,74.43,839
P_563,LED Bulb,2.88,611
P_564,Switches,25.54,991
P_565,LED Bulb,45.79,909
P_566,Ceiling Rose,92.53,630
P_567,Cables,16,905
P_568,Main Switch,95.35,547
P_569,Holders,1.1,557
P_570,Main Switch,98.43,766
P_571,Socket/Outlet plug,80.63,96
P_572,Socket/Outlet plug,44.56,81
P_573,Fan,75.42,763
P_574,Main Switch,48.22,571
P_575,Main Switch,95.97,715
P_576,Socket/Outlet plug,94.36,96
P_577,Fan,42.07,875
P_578,Fan,8.02,661
P_579,Switches,64.58,827
P_580,Switches,87.88,465
P_581,Fan,55.53,488
P_582,Switches,98.35,471
P_583,Socket/Outlet plug,38.83,559
P_584,Holders,56.04,820
P_585,Fan,60.97,564
P_586,Cables,43.38,619
P_587,Holders,75.58,840
P_588,Main Switch,69.79,701
P_589,Socket/Outlet plug,90.13,121
P_590,Main Switch,71.16,703
P_591,Switches,99.43,152
P_592,Cables,38,313
P_593,Cables,58.28,314
P_594,Fan,37.06,953
P_595,Ceiling Rose,79.02,341
P_596,Socket/Outlet plug,19.89,447
P_597,Cables,23.49,273
P_598,Main Switch,23.02,585
P_599,LED Bulb,2.1,880
P_600,LED Bulb,52.79,80
P_601,LED Bulb,5.59,173
P_602,Cables,37.97,550
P_603,Cables,44.2,774
P_604,Switches,61.02,3
P_605,Ceiling Rose,22.6,1
P_606,Fan,23.85,619
P_607,Ceiling Rose,74.28,758
P_608,Ceiling Rose,45.99,684
P_609,Ceiling Rose,90.7,739
P_610,LED Bulb,8.16,163
P_611,Holders,8.01,817
P_612,LED Bulb,69.22,594
P_613,Cables,96.28,554
P_614,Holders,35.68,30
P_615,Ceiling Rose,83.26,180
P_616,Cables,68.17,194
P_617,Socket/Outlet plug,10,635
P_618,Holders,11.95,797
P_619,Socket/Outlet plug,20.29,503
P_620,LED Bulb,72.78,825
P_621,Cables,41.09,630
P_622,Fan,54.79,769
P_623,Socket/Outlet plug,45.58,266
P_624,Switches,45.56,609
P_625,Fan,33.84,922
P_626,Switches,43.55,733
P_627,Switches,61.59,492
P_628,Switches,45.12,889
P_629,Holders,46.75,594
P_630,Main Switch,54.84,397
P_631,LED Bulb,20.75,223
P_632,Ceiling Rose,84.3,926
P_633,Ceiling Rose,74.08,679
P_634,Holders,31.43,540
P_635,Cables,95.31,370
P_636,Ceiling Rose,96.47,689
P_637,LED Bulb,10.46,219
P_638,Ceiling Rose,50.85,626
P_639,Cables,16.54,454
P_640,LED Bulb,21.63,516
P_641,LED Bulb,80.53,680
P_642,Cables,2.51,949
P_643,Holders,69.09,785
P_644,Fan,29.95,270
P_645,Fan,70.63,708
P_646,Holders,28.39,156
P_647,Fan,6.96,480
P_648,Fan,36.23,309
P_649,Main Switch,85.88,930
P_650,Ceiling Rose,21,545
P_651,Fan,76.74,306
P_652,Fan,7.79,644
P_653,Holders,66.28,570
P_654,Socket/Outlet plug,22.39,651
P_655,Ceiling Rose,84.74,212
P_656,LED Bulb,31.83,204
P_657,Ceiling Rose,23.25,899
P_658,LED Bulb,39.01,936
P_659,Switches,38.98,883
P_660,Socket/Outlet plug,38.3,79
P_661,Main Switch,25.92,833
P_662,Cables,95.07,819
P_663,Ceiling Rose,23.4,16
P_664,Switches,41.24,669
P_665,Socket/Outlet plug,23.71,114
P_666,Switches,41.97,383
P_667,Fan,41.77,95
P_668,Ceiling Rose,25.51,418
P_669,Switches,9.6,538
P_670,Socket/Outlet plug,90.67,832
P_671,LED Bulb,42.41,150
P_672,Socket/Outlet plug,81.19,647
P_673,Cables,48.57,975
P_674,Fan,62.78,969
P_675,Fan,14.85,547
P_676,Holders,76.76,506
P_677,LED Bulb,95.35,354
P_678,Holders,49.37,904
P_679,Socket/Outlet plug,23.81,96
P_680,Main Switch,76.69,826
P_681,Switches,81.12,995
P_682,Holders,79.28,623
P_683,Holders,22.21,868
P_684,LED Bulb,24.49,256
P_685,Switches,27.43,339
P_686,Main Switch,2.14,193
P_687,Socket/Outlet plug,33.34,24
P_688,Holders,79.11,285
P_689,Fan,91.29,225
P_690,Fan,70.18,340
P_691,Cables,1.49,199
P_692,Main Switch,75.43,398
P_693,Fan,20.38,111
P_694,Switches,28.97,102
P_695,Socket/Outlet plug,49.92,37
P_696,LED Bulb,48.47,970
P_697,LED Bulb,92.87,929
P_698,Holders,92.71,876
P_699,Cables,79.77,258
P_700,LED Bulb,81.76,836
P_701,Fan,64.46,322
P_702,Main Switch,42.58,501
P_703,Fan,74.54,442
P_704,Holders,31.05,776
P_705,Holders,64.85,540
P_706,Switches,90.52,790
P_707,LED Bulb,78.43,810
P_708,Switches,16.03,821
P_709,LED Bulb,2.37,625
P_710,LED Bulb,87.71,394
P_711,LED Bulb,58.38,129
P_712,Ceiling Rose,9.84,764
P_713,Main Switch,28.68,357
P_714,Switches,17.53,5
P_715,Ceiling Rose,66.69,215
P_716,Switches,59.25,679
P_717,Holders,4.6,38
P_718,Ceiling Rose,21.21,818
P_719,Socket/Outlet plug,81.88,806
P_720,Cables,25.24,262
P_721,Switches,51.48,456
P_722,Ceiling Rose,2.56,226
P_723,Main Switch,49.93,706
P_724,Ceiling Rose,94.1,540
P_725,Ceiling Rose,76.72,633
P_726,Holders,93.45,453
P_727,Cables,26.46,630
P_728,LED Bulb,41.33,157
P_729,Switches,98.35,728
P_730,Fan,61.98,495
P_731,LED Bulb,29.41,279
P_732,Main Switch,18.09,417
P_733,Cables,23.7,614
P_734,Fan,92.12,71
P_735,Holders,59.22,271
P_736,Socket/Outlet plug,11.76,942
P_737,Holders,3.69,928
P_738,Fan,64.19,103
P_739,Socket/Outlet plug,30.54,529
P_740,Socket/Outlet plug,25.84,959
P_741,Main Switch,95.49,252
P_742,Ceiling Rose,74.81,703
P_743,LED Bulb,29.96,950
P_744,Fan,59.63,883
P_745,Ceiling Rose,1.8,422
P_746,Ceiling Rose,60.75,607
P_747,LED Bulb,86.79,854
P_748,Holders,53.55,96
P_749,Main Switch,31.79,918
P_750,Ceiling Rose,98,389
P_751,Socket/Outlet plug,27.34,967
P_752,Fan,54.39,383
P_753,Ceiling Rose,58.6,273
P_754,Switches,63.97,316
P_755,Socket/Outlet plug,92.18,507
P_756,Switches,4.47,309
P_757,Main Switch,85.78,219
P_758,Main Switch,17.16,830
P_759,Cables,41.63,839
P_760,Switches,70.56,487
P_761,LED Bulb,65.38,152
P_762,Fan,84.47,202
P_763,Holders,18.85,362
P_764,Cables,8.2,9
P_765,Holders,63.92,587
P_766,LED Bulb,8.62,565
P_767,Switches,65.09,966
P_768,Switches,43.94,148
P_769,Socket/Outlet plug,38.73,88
P_770,Ceiling Rose,43.37,556
P_771,Ceiling Rose,8.65,954
P_772,Switches,76.8,451
P_773,Fan,5.46,182
P_774,Socket/Outlet plug,12.17,386
P_775,Socket/Outlet plug,16.71,579
P_776,Socket/Outlet plug,85.4,275
P_777,Socket/Outlet plug,87.48,837
P_778,Ceiling Rose,38.87,590
P_779,Ceiling Rose,93.19,568
P_780,LED Bulb,23.85,984
P_781,Switches,95.69,976
P_782,LED Bulb,4.3,336
P_783,Socket/Outlet plug,61.9,283
P_784,Cables,41.71,60
P_785,Ceiling Rose,91.92,500
P_786,Cables,32.75,103
P_787,Fan,44,222
P_788,Fan,69.29,506
P_789,Main Switch,24.09,800
P_790,Socket/Outlet plug,99.89,608
P_791,LED Bulb,7.59,775
P_792,Switches,52.59,96
P_793,Ceiling Rose,39.43,915
P_794,LED Bulb,19.25,608
P_795,LED Bulb,27.67,555
P_796,Ceiling Rose,79.46,459
P_797,LED Bulb,75.82,28
P_798,Switches,34.77,257
P_799,Cables,93.35,478
P_800,Socket/Outlet plug,37.44,184
P_801,Holders,58.16,545
P_802,Main Switch,68.24,446
P_803,Switches,97.69,194
P_804,Fan,75.72,29
P_805,LED Bulb,67.78,839
P_806,LED Bulb,2.1,675
P_807,Main Switch,65.93,836
P_808,Fan,79.64,689
P_809,Fan,84.66,45
P_810,Socket/Outlet plug,5.9,672
P_811,Main Switch,83.75,681
P_812,Socket/Outlet plug,68.24,932
P_813,Ceiling Rose,77.14,523
P_814,Ceiling Rose,80.44,176
P_815,Main Switch,22.08,207
P_816,Cables,61.75,740
P_817,Main Switch,49.54,955
P_818,Switches,96.04,124
P_819,Switches,63.6,774
P_820,Cables,94.49,367
P_821,Cables,19.92,894
P_822,Socket/Outlet plug,65.22,16
P_823,Fan,92.04,200
P_824,Ceiling Rose,11.01,540
P_825,Switches,86.29,93
P_826,Fan,46.33,43
P_827,Switches,95.24,505
P_828,Switches,2.09,422
P_829,Switches,78.21,349
P_830,Ceiling Rose,5.7,357
P_831,Main Switch,71.38,438
P_832,LED Bulb,56.76,677
P_833,Switches,73.98,103
P_834,Socket/Outlet plug,33.64,823
P_835,LED Bulb,9.95,725
P_836,Cables,21.1,457
P_837,Main Switch,86.43,984
P_838,Ceiling Rose,10.87,384
P_839,LED Bulb,68.2,167
P_840,Ceiling Rose,9.69,734
P_841,Main Switch,13.26,204
P_842,Socket/Outlet plug,87.47,170
P_843,Socket/Outlet plug,97.25,387
P_844,Ceiling Rose,67.39,212
P_845,Main Switch,38.43,924
P_846,Switches,67.98,682
P_847,Ceiling Rose,68.44,250
P_848,Switches,71.64,963
P_849,Main Switch,2.56,210
P_850,Cables,31.61,796
P_851,Main Switch,57.27,714
P_852,Holders,83.16,795
P_853,Fan,17.93,302
P_854,Main Switch,78.28,265
P_855,LED Bulb,32.53,655
P_856,Socket/Outlet plug,23.95,697
P_857,Cables,88.43,680
P_858,Socket/Outlet plug,17.97,469
P_859,LED Bulb,72.59,112
P_860,Fan,83.22,332
P_861,Socket/Outlet plug,17.28,898
P_862,Fan,96.03,573
P_863,Cables,43.25,497
P_864,Ceiling Rose,89.31,293
P_865,Ceiling Rose,18.79,939
P_866,Socket/Outlet plug,28.61,476
P_867,Switches,61.84,360
P_868,LED Bulb,88.26,363
P_869,LED Bulb,61.67,4
P_870,Ceiling Rose,92.41,900
P_871,Cables,19.73,947
P_872,Socket/Outlet plug,31.15,677
P_873,Fan,4.28,234
P_874,LED Bulb,64.09,808
P_875,Holders,45.83,551
P_876,Main Switch,21.07,665
P_877,Main Switch,33,834
P_878,Main Switch,2.5,518
P_879,Fan,62.28,107
P_880,Fan,78.72,536
P_881,Cables,27.16,303
P_882,Switches,42.61,255
P_883,Switches,83.67,327
P_884,Main Switch,34.49,754
P_885,Cables,20.57,886
P_886,LED Bulb,40.09,156
P_887,LED Bulb,22.78,719
P_888,Holders,69.85,161
P_889,Socket/Outlet plug,20.93,90
P_890,LED Bulb,51.57,6
P_891,Holders,16.83,892
P_892,Socket/Outlet plug,97.75,485
P_893,Ceiling Rose,74.86,14
P_894,LED Bulb,38.83,581
P_895,Holders,21.65,820
P_896,LED Bulb,11.23,570
P_897,LED Bulb,17.81,555
P_898,LED Bulb,93.58,201
P_899,Holders,25.23,712
P_900,Fan,83.95,583
P_901,Socket/Outlet plug,1.95,931
P_902,Ceiling Rose,87.5,707
P_903,Holders,4.27,570
P_904,Fan,49.25,913
P_905,Ceiling Rose,77.11,761
P_906,Switches,40,339
P_907,Switches,15.44,651
P_908,LED Bulb,89.71,946
P_909,Main Switch,43.24,465
P_910,Fan,47.33,48
P_911,Cables,83.14,518
P_912,Ceiling Rose,95.84,976
P_913,Holders,30.1,288
P_914,Cables,92.28,732
P_915,Cables,43.39,801
P_916,Holders,52.44,286
P_917,Main Switch,77.73,887
P_918,LED Bulb,2.48,895
P_919,Cables,73.26,27
P_920,Socket/Outlet plug,36.26,131
P_921,Socket/Outlet plug,27.92,918
P_922,Holders,34.46,175
P_923,Socket/Outlet plug,30.13,83
P_924,Socket/Outlet plug,15.13,781
P_925,Socket/Outlet plug,45.62,526
P_926,LED Bulb,30.54,633
P_927,Main Switch,56.62,729
P_928,Holders,64.4,757
P_929,Ceiling Rose,57.37,651
P_930,Switches,59.28,164
P_931,Main Switch,91.54,937
P_932,Main Switch,62.27,392
P_933,Switches,99.13,524
P_934,Ceiling Rose,28.04,415
P_935,Ceiling Rose,21.68,800
P_936,Fan,53.78,172
P_937,Switches,40.3,854
P_938,Socket/Outlet plug,84.47,191
P_939,Socket/Outlet plug,2.31,938
P_940,Main Switch,91.06,798
P_941,Cables,15.78,581
P_942,Ceiling Rose,34.64,569
P_943,Ceiling Rose,56.15,988
P_944,Switches,27.86,81
P_945,Switches,31.25,847
P_946,Holders,60.23,51
P_947,Socket/Outlet plug,96.61,861
P_948,Main Switch,51.85,949
P_949,Holders,71.48,298
P_950,Ceiling Rose,35.25,269
P_951,Switches,51.26,843
P_952,Fan,40.18,174
P_953,LED Bulb,52.38,876
P_954,Holders,93.01,469
P_955,Fan,91.38,405
P_956,Ceiling Rose,93.74,257
P_957,Ceiling Rose,40.83,865
P_958,Cables,77.32,15
P_959,LED Bulb,50.66,79
P_960,LED Bulb,11.58,183
P_961,LED Bulb,9.81,555
